index,seed,style,hair_hex,skin_hex,eye_hex,suit_hex,shirt_hex,opaque
303,22660382,spiky,#FF603C,#FCDCBA,#3CFFBE,#5A6270,#BCC8BE,1950
304,22668301,spiky,#1E5A3C,#CE9264,#FF78C8,#2E2820,#FABEC8,1950
305,22676220,long,#F06028,#E8B082,#3CFFBE,#2E2820,#C8E2F0,1948
306,22684139,side_part,#6EC850,#F2C79B,#3CFFBE,#101014,#FAD0B0,1956
307,22692058,buzz,#6EC850,#FCDCBA,#FF821E,#482E1A,#CEEAD6,1924
308,22699977,spiky,#783CA0,#CE9264,#FFFFFF,#1A3C6E,#CEEAD6,1950
309,22707896,buzz,#6EC850,#CE9264,#FAC828,#101014,#BCC8BE,1924
310,22715815,long,#FF603C,#F2C79B,#1E5ADC,#2C4664,#F0C8D2,1948
311,22723734,classic,#E8D2A8,#E8B082,#1E5ADC,#101014,#BCC8BE,1948
312,22731653,buzz,#783CA0,#A8704A,#8C64FF,#482E1A,#C6D6E8,1924
313,22739572,classic,#783CA0,#623C28,#5AC8FF,#6E1E5A,#DED6F6,1948
314,22747491,spiky,#241A12,#845438,#FF508C,#5C3E22,#E2E8F0,1950
315,22755410,long,#121014,#CE9264,#5AC8FF,#3C424E,#CEEAD6,1948
316,22763329,fringe,#C49252,#BA845A,#1E5ADC,#2E2820,#E2E8F0,1948
317,22771248,buzz,#783CA0,#845438,#C8FF5A,#C8CCD4,#EEE6AA,1924
318,22779167,classic,#C83C28,#845438,#FF508C,#5C3E22,#F0C8D2,1948
319,22787086,fringe,#3C82F0,#BA845A,#FF508C,#781E22,#AAC4E2,1948
320,22795005,fringe,#C49252,#F2C79B,#FAC828,#3C2254,#DED6F6,1948
321,22802924,fringe,#7A281E,#623C28,#3CDC78,#A06E28,#F3F5F8,1948
322,22810843,fringe,#7A281E,#623C28,#FFFFFF,#145448,#DED6F6,1948
323,22818762,side_part,#121014,#CE9264,#AA50F0,#1E5C2E,#F0C8D2,1956
324,22826681,fringe,#3C424E,#623C28,#AA50F0,#8C929E,#E2E8F0,1948
325,22834600,fringe,#1E5A3C,#F2C79B,#1E5ADC,#482E1A,#CEEAD6,1948
326,22842519,spiky,#7A281E,#623C28,#00DCDC,#2C4664,#FABEC8,1950
327,22850438,spiky,#5AC8FF,#FCDCBA,#3CFFBE,#781E22,#BCC8BE,1950
328,22858357,side_part,#783CA0,#F2C79B,#3CDC78,#F3F5F8,#EEE6AA,1956
329,22866276,long,#28B4AA,#CE9264,#C8FF5A,#2C4664,#E8DAC4,1948
330,22874195,long,#3C424E,#A8704A,#8C64FF,#1A3C6E,#FABEC8,1948
331,22882114,side_part,#6EC850,#E8B082,#FF3C3C,#1E5C2E,#F0C8D2,1956
332,22890033,classic,#C49252,#CE9264,#FF78C8,#3C424E,#FAE2C8,1948
333,22897952,classic,#3C82F0,#623C28,#0C0F14,#482E1A,#E2E8F0,1948
334,22905871,spiky,#5AC8FF,#F2C79B,#FFFFFF,#C8CCD4,#F3F5F8,1950
335,22913790,side_part,#E8D2A8,#F2C79B,#C8FF5A,#1A3C6E,#E8DAC4,1956
336,22921709,classic,#F3F5F8,#845438,#78FFF0,#482E1A,#E8DAC4,1948
337,22929628,classic,#FAC828,#FCDCBA,#3CDC78,#3C424E,#C6D6E8,1948
338,22937547,fringe,#F3F5F8,#623C28,#FF78C8,#C8CCD4,#F3F5F8,1948
339,22945466,long,#5C3A1E,#BA845A,#DC1E5A,#3C2254,#DED6F6,1948
340,22953385,spiky,#FAC828,#623C28,#FFFFFF,#3C424E,#FAE2C8,1950
341,22961304,buzz,#3C82F0,#FCDCBA,#FF508C,#781E22,#F3F5F8,1924
342,22969223,fringe,#FF603C,#F2C79B,#DC1E5A,#3C2254,#F3F5F8,1948
343,22977142,long,#C83C28,#CE9264,#C8FF5A,#181E2C,#FAD0B0,1948
344,22985061,fringe,#3C82F0,#845438,#FAC828,#243028,#EEE6AA,1948
345,22992980,side_part,#FAC828,#FCDCBA,#FF3C3C,#3C2254,#FAD0B0,1956
346,23000899,fringe,#1E5A3C,#A8704A,#C8FF5A,#1A3C6E,#C6D6E8,1948
347,23008818,side_part,#E650BE,#FCDCBA,#FF821E,#8C929E,#E2E8F0,1956
348,23016737,fringe,#8250DC,#E8B082,#C8FF5A,#8C929E,#F3F5F8,1948
349,23024656,buzz,#E8D2A8,#845438,#1E5ADC,#1E5C2E,#E2E8F0,1924
350,23032575,spiky,#3C424E,#CE9264,#3CDC78,#5C3E22,#F3F5F8,1950
351,23040494,spiky,#C49252,#BA845A,#C8FF5A,#3C424E,#CEEAD6,1950
352,23048413,buzz,#121014,#E8B082,#FAC828,#5C3E22,#FFF6E8,1924
353,23056332,side_part,#C49252,#BA845A,#8C64FF,#C8AA3C,#AAC4E2,1956
354,23064251,fringe,#96969C,#623C28,#78FFF0,#1E5C2E,#C8E2F0,1948
355,23072170,spiky,#E8D2A8,#623C28,#00DCDC,#145448,#FAE2C8,1950
356,23080089,fringe,#6EC850,#A8704A,#5AC8FF,#145448,#BCC8BE,1948
357,23088008,long,#C83C28,#623C28,#8C64FF,#5A6270,#FAD0B0,1948
358,23095927,fringe,#A88C60,#623C28,#00DCDC,#C8CCD4,#EEE6AA,1948
359,23103846,side_part,#3C424E,#CE9264,#00DCDC,#243028,#E8DAC4,1956
360,23111765,classic,#96969C,#BA845A,#3CDC78,#A06E28,#C6D6E8,1948
361,23119684,side_part,#3C424E,#A8704A,#8C64FF,#482E1A,#C6D6E8,1956
362,23127603,long,#241A12,#CE9264,#8C64FF,#3C424E,#FABEC8,1948
363,23135522,fringe,#FAC828,#CE9264,#FF3C3C,#C8AA3C,#EEE6AA,1948
364,23143441,classic,#C83C28,#CE9264,#8C64FF,#C8AA3C,#E8DAC4,1948
365,23151360,classic,#783CA0,#845438,#1E5ADC,#6E1E5A,#FFF6E8,1948
366,23159279,classic,#3C82F0,#CE9264,#FFFFFF,#2C4664,#FABEC8,1948
367,23167198,classic,#241A12,#CE9264,#AA50F0,#1E5C2E,#F3F5F8,1948
368,23175117,classic,#A88C60,#623C28,#5AC8FF,#C8AA3C,#C6D6E8,1948
369,23183036,long,#28B4AA,#845438,#FFB45A,#C8AA3C,#FFF6E8,1948
370,23190955,classic,#121014,#845438,#C8FF5A,#145448,#FAE2C8,1948
371,23198874,long,#FF603C,#BA845A,#00DCDC,#5A6270,#FAE2C8,1948
372,23206793,fringe,#96969C,#BA845A,#0C0F14,#2C4664,#E2E8F0,1948
373,23214712,fringe,#FAC828,#A8704A,#C8FF5A,#C8CCD4,#FFF6E8,1948
374,23222631,classic,#F3F5F8,#F2C79B,#AA50F0,#145448,#C8E2F0,1948
375,23230550,side_part,#1E5A3C,#F2C79B,#FF821E,#C8AA3C,#EEE6AA,1956
376,23238469,long,#A88C60,#BA845A,#C8FF5A,#C8AA3C,#E2E8F0,1948
377,23246388,classic,#FAC828,#F2C79B,#5AC8FF,#C8AA3C,#C8E2F0,1948
378,23254307,classic,#5C3A1E,#BA845A,#FF3C3C,#145448,#AAC4E2,1948
379,23262226,spiky,#FAC828,#CE9264,#FF78C8,#145448,#FABEC8,1950
380,23270145,classic,#8C5A2C,#845438,#FF508C,#1E5C2E,#F0C8D2,1948
381,23278064,spiky,#783CA0,#A8704A,#1D9BF0,#781E22,#E8DAC4,1950
382,23285983,buzz,#1E5A3C,#F2C79B,#3CDC78,#5A6270,#BCC8BE,1924
383,23293902,long,#F3F5F8,#E8B082,#1D9BF0,#8C929E,#DED6F6,1948
384,23301821,fringe,#C83C28,#BA845A,#C8FF5A,#2C4664,#BCC8BE,1948
385,23309740,long,#28B4AA,#845438,#F0F078,#F3F5F8,#C6D6E8,1948
386,23317659,side_part,#F3F5F8,#BA845A,#C8FF5A,#C8AA3C,#F0C8D2,1956
387,23325578,spiky,#C83C28,#623C28,#FF508C,#5A6270,#F0C8D2,1950
388,23333497,spiky,#FF82AA,#A8704A,#5AC8FF,#101014,#CEEAD6,1950
389,23341416,buzz,#7A281E,#BA845A,#5AC8FF,#482E1A,#F0C8D2,1924
390,23349335,fringe,#F3F5F8,#A8704A,#FF3C3C,#482E1A,#DED6F6,1948
391,23357254,spiky,#5C3A1E,#CE9264,#C8FF5A,#A06E28,#DED6F6,1950
392,23365173,side_part,#28B4AA,#E8B082,#3CFFBE,#3C2254,#F0C8D2,1956
393,23373092,spiky,#1E5A3C,#A8704A,#1E5ADC,#8C929E,#C6D6E8,1950
394,23381011,fringe,#FF82AA,#845438,#DC1E5A,#101014,#F3F5F8,1948
395,23388930,classic,#C83C28,#E8B082,#FAC828,#A06E28,#EEE6AA,1948
396,23396849,classic,#6EC850,#E8B082,#FFFFFF,#5A6270,#EEE6AA,1948
397,23404768,side_part,#7A281E,#CE9264,#DC1E5A,#781E22,#F3F5F8,1956
398,23412687,side_part,#A88C60,#845438,#3CDC78,#5A6270,#E2E8F0,1956
399,23420606,fringe,#E8D2A8,#A8704A,#FF78C8,#F3F5F8,#BCC8BE,1948
400,23428525,spiky,#E650BE,#623C28,#0C0F14,#482E1A,#AAC4E2,1950
401,23436444,fringe,#FF82AA,#FCDCBA,#FFB45A,#8C929E,#DED6F6,1948
402,23444363,side_part,#FAC828,#BA845A,#1D9BF0,#C8AA3C,#AAC4E2,1956
403,23452282,buzz,#8250DC,#BA845A,#3CDC78,#101014,#FFF6E8,1924
404,23460201,long,#FAC828,#E8B082,#FFFFFF,#2C4664,#BCC8BE,1948
405,23468120,fringe,#7A281E,#CE9264,#3CFFBE,#C8AA3C,#CEEAD6,1948
406,23476039,buzz,#7A281E,#F2C79B,#C8FF5A,#243028,#FAE2C8,1924
407,23483958,fringe,#C49252,#F2C79B,#DC1E5A,#8C929E,#CEEAD6,1948
408,23491877,buzz,#FAC828,#FCDCBA,#78FFF0,#1E5C2E,#F0C8D2,1924
409,23499796,fringe,#3C424E,#E8B082,#5AC8FF,#5C3E22,#EEE6AA,1948
410,23507715,buzz,#FF82AA,#623C28,#F0F078,#5C3E22,#C8E2F0,1924
411,23515634,buzz,#6EC850,#CE9264,#FAC828,#781E22,#F3F5F8,1924
412,23523553,side_part,#6EC850,#F2C79B,#FF508C,#145448,#C8E2F0,1956
413,23531472,long,#28B4AA,#845438,#DC1E5A,#1E5C2E,#C6D6E8,1948
414,23539391,fringe,#1E5A3C,#A8704A,#1D9BF0,#8C929E,#C8E2F0,1948
415,23547310,buzz,#A88C60,#845438,#8C64FF,#5A6270,#CEEAD6,1924
416,23555229,long,#5AC8FF,#BA845A,#FF508C,#3C424E,#C8E2F0,1948
417,23563148,buzz,#FAC828,#F2C79B,#FFFFFF,#3C2254,#FFF6E8,1924
418,23571067,long,#3C424E,#CE9264,#C8FF5A,#2C4664,#F3F5F8,1948
419,23578986,long,#5AC8FF,#FCDCBA,#8C64FF,#6E1E5A,#FAE2C8,1948
420,23586905,side_part,#8C5A2C,#BA845A,#3CDC78,#101014,#C6D6E8,1956
421,23594824,buzz,#F3F5F8,#A8704A,#3CDC78,#6E1E5A,#E2E8F0,1924
422,23602743,buzz,#E650BE,#CE9264,#0C0F14,#C8AA3C,#F0C8D2,1924
423,23610662,classic,#FF82AA,#623C28,#0C0F14,#2C4664,#E2E8F0,1948
424,23618581,long,#5AC8FF,#CE9264,#FF508C,#2E2820,#E8DAC4,1948
425,23626500,spiky,#121014,#845438,#FAC828,#5A6270,#EEE6AA,1950
426,23634419,classic,#E650BE,#FCDCBA,#3CFFBE,#145448,#AAC4E2,1948
427,23642338,buzz,#FAC828,#BA845A,#FFFFFF,#8C929E,#CEEAD6,1924
428,23650257,side_part,#5C3A1E,#623C28,#C8FF5A,#6E1E5A,#C8E2F0,1956
429,23658176,long,#8C5A2C,#845438,#DC1E5A,#1E5C2E,#FAE2C8,1948
430,23666095,fringe,#FAC828,#A8704A,#78FFF0,#6E1E5A,#F3F5F8,1948
431,23674014,spiky,#8250DC,#845438,#3CFFBE,#181E2C,#EEE6AA,1950
432,23681933,buzz,#FAC828,#F2C79B,#DC1E5A,#5A6270,#E2E8F0,1924
433,23689852,spiky,#96969C,#E8B082,#1E5ADC,#5C3E22,#FAE2C8,1950
434,23697771,side_part,#6EC850,#FCDCBA,#DC1E5A,#8C929E,#E2E8F0,1956
435,23705690,spiky,#E650BE,#E8B082,#DC1E5A,#F3F5F8,#EEE6AA,1950
436,23713609,long,#96969C,#A8704A,#1D9BF0,#781E22,#FFF6E8,1948
437,23721528,buzz,#1E5A3C,#623C28,#3CFFBE,#F3F5F8,#C6D6E8,1924
438,23729447,long,#A88C60,#623C28,#FFB45A,#482E1A,#EEE6AA,1948
439,23737366,buzz,#F06028,#CE9264,#3CFFBE,#3C2254,#F0C8D2,1924
440,23745285,side_part,#FAC828,#CE9264,#FF508C,#101014,#E8DAC4,1956
441,23753204,side_part,#6EC850,#F2C79B,#78FFF0,#F3F5F8,#BCC8BE,1956
442,23761123,classic,#C49252,#F2C79B,#3CDC78,#781E22,#FAE2C8,1948
443,23769042,classic,#1E5A3C,#845438,#3CFFBE,#2E2820,#DED6F6,1948
444,23776961,long,#FF82AA,#A8704A,#5AC8FF,#3C2254,#FAD0B0,1948
445,23784880,side_part,#8C5A2C,#A8704A,#C8FF5A,#6E1E5A,#F3F5F8,1956
446,23792799,classic,#E8D2A8,#E8B082,#78FFF0,#6E1E5A,#E8DAC4,1948
447,23800718,side_part,#E8D2A8,#CE9264,#78FFF0,#1A3C6E,#E2E8F0,1956
448,23808637,fringe,#E8D2A8,#E8B082,#00DCDC,#482E1A,#FABEC8,1948
449,23816556,spiky,#121014,#E8B082,#00DCDC,#5A6270,#C8E2F0,1950
450,23824475,spiky,#3C424E,#845438,#00DCDC,#145448,#F3F5F8,1950
451,23832394,buzz,#C49252,#CE9264,#FF3C3C,#2E2820,#AAC4E2,1924
452,23840313,buzz,#F06028,#845438,#F0F078,#6E1E5A,#AAC4E2,1924
453,23848232,side_part,#783CA0,#E8B082,#8C64FF,#243028,#C8E2F0,1956
454,23856151,buzz,#1E5A3C,#CE9264,#3CFFBE,#482E1A,#E8DAC4,1924
455,23864070,long,#3C424E,#845438,#C8FF5A,#6E1E5A,#DED6F6,1948
456,23871989,long,#A88C60,#845438,#F0F078,#C8AA3C,#C8E2F0,1948
457,23879908,long,#C49252,#CE9264,#3CFFBE,#1A3C6E,#F3F5F8,1948
458,23887827,spiky,#8250DC,#E8B082,#1E5ADC,#243028,#E8DAC4,1950
459,23895746,classic,#241A12,#BA845A,#C8FF5A,#5C3E22,#FFF6E8,1948
460,23903665,side_part,#E8D2A8,#CE9264,#FF3C3C,#781E22,#BCC8BE,1956
461,23911584,buzz,#8250DC,#623C28,#78FFF0,#243028,#FAD0B0,1924
462,23919503,side_part,#E8D2A8,#E8B082,#3CFFBE,#482E1A,#FAE2C8,1956
463,23927422,fringe,#3C82F0,#A8704A,#FF508C,#A06E28,#DED6F6,1948
464,23935341,classic,#C83C28,#FCDCBA,#5AC8FF,#3C2254,#C6D6E8,1948
465,23943260,fringe,#FAC828,#FCDCBA,#1E5ADC,#243028,#E2E8F0,1948
466,23951179,long,#A88C60,#CE9264,#F0F078,#C8AA3C,#E8DAC4,1948
467,23959098,long,#783CA0,#623C28,#00DCDC,#3C424E,#E8DAC4,1948
468,23967017,buzz,#6EC850,#FCDCBA,#C8FF5A,#2E2820,#F0C8D2,1924
469,23974936,spiky,#FF82AA,#A8704A,#FAC828,#2E2820,#CEEAD6,1950
470,23982855,buzz,#28B4AA,#623C28,#FF508C,#2C4664,#EEE6AA,1924
471,23990774,long,#FAC828,#E8B082,#FFFFFF,#482E1A,#E8DAC4,1948
472,23998693,buzz,#E8D2A8,#845438,#3CDC78,#5A6270,#FFF6E8,1924
473,24006612,classic,#8C5A2C,#F2C79B,#FF508C,#C8AA3C,#DED6F6,1948
474,24014531,fringe,#28B4AA,#CE9264,#1E5ADC,#F3F5F8,#AAC4E2,1948
475,24022450,fringe,#FF603C,#CE9264,#8C64FF,#3C424E,#FABEC8,1948
476,24030369,fringe,#3C82F0,#F2C79B,#3CDC78,#6E1E5A,#F3F5F8,1948
477,24038288,side_part,#3C424E,#BA845A,#3CFFBE,#3C424E,#FAD0B0,1956
478,24046207,fringe,#F3F5F8,#623C28,#1E5ADC,#243028,#CEEAD6,1948
479,24054126,fringe,#E650BE,#A8704A,#FF821E,#8C929E,#FAE2C8,1948
480,24062045,classic,#7A281E,#845438,#F0F078,#1E5C2E,#AAC4E2,1948
481,24069964,long,#F3F5F8,#845438,#1E5ADC,#1E5C2E,#AAC4E2,1948
482,24077883,side_part,#E8D2A8,#623C28,#FF508C,#8C929E,#FFF6E8,1956
483,24085802,spiky,#C49252,#A8704A,#FF78C8,#2E2820,#C8E2F0,1950
484,24093721,classic,#8C5A2C,#CE9264,#3CDC78,#1A3C6E,#CEEAD6,1948
485,24101640,classic,#28B4AA,#BA845A,#FF78C8,#482E1A,#C6D6E8,1948
486,24109559,spiky,#F3F5F8,#E8B082,#1E5ADC,#101014,#C8E2F0,1950
487,24117478,spiky,#121014,#BA845A,#78FFF0,#181E2C,#AAC4E2,1950
488,24125397,spiky,#C83C28,#A8704A,#AA50F0,#181E2C,#E2E8F0,1950
489,24133316,buzz,#8C5A2C,#623C28,#8C64FF,#781E22,#FAE2C8,1924
490,24141235,side_part,#783CA0,#FCDCBA,#FF3C3C,#1A3C6E,#FFF6E8,1956
491,24149154,classic,#241A12,#CE9264,#FF508C,#2E2820,#F0C8D2,1948
492,24157073,side_part,#E8D2A8,#FCDCBA,#5AC8FF,#243028,#FABEC8,1956
493,24164992,side_part,#5AC8FF,#845438,#00DCDC,#6E1E5A,#FFF6E8,1956
494,24172911,fringe,#3C424E,#845438,#FFB45A,#181E2C,#CEEAD6,1948
495,24180830,classic,#A88C60,#BA845A,#FAC828,#1A3C6E,#C8E2F0,1948
496,24188749,long,#241A12,#E8B082,#C8FF5A,#2E2820,#E2E8F0,1948
497,24196668,buzz,#F06028,#BA845A,#3CDC78,#482E1A,#FABEC8,1924
498,24204587,long,#FF82AA,#623C28,#FAC828,#181E2C,#C8E2F0,1948
499,24212506,classic,#F06028,#CE9264,#FFFFFF,#482E1A,#CEEAD6,1948
500,24220425,spiky,#241A12,#CE9264,#5AC8FF,#181E2C,#E8DAC4,1950
501,24228344,long,#121014,#845438,#F0F078,#145448,#F0C8D2,1948
502,24236263,long,#3C424E,#BA845A,#3CDC78,#F3F5F8,#AAC4E2,1948
503,24244182,buzz,#8250DC,#BA845A,#FFFFFF,#F3F5F8,#FABEC8,1924
504,24252101,long,#241A12,#623C28,#C8FF5A,#C8AA3C,#E2E8F0,1948
505,24260020,spiky,#F3F5F8,#623C28,#00DCDC,#145448,#FAD0B0,1950
506,24267939,side_part,#5C3A1E,#845438,#FAC828,#A06E28,#FAD0B0,1956
507,24275858,long,#783CA0,#BA845A,#FF3C3C,#482E1A,#EEE6AA,1948
508,24283777,classic,#E650BE,#FCDCBA,#DC1E5A,#1E5C2E,#BCC8BE,1948
509,24291696,long,#1E5A3C,#E8B082,#00DCDC,#243028,#E2E8F0,1948
510,24299615,classic,#1E5A3C,#CE9264,#1E5ADC,#781E22,#FAD0B0,1948
511,24307534,fringe,#F3F5F8,#CE9264,#5AC8FF,#1A3C6E,#FFF6E8,1948
512,24315453,side_part,#121014,#623C28,#C8FF5A,#2E2820,#FABEC8,1956
513,24323372,buzz,#8C5A2C,#F2C79B,#FF508C,#2C4664,#FAD0B0,1924
514,24331291,spiky,#A88C60,#623C28,#FAC828,#C8AA3C,#EEE6AA,1950
515,24339210,fringe,#96969C,#F2C79B,#1E5ADC,#1E5C2E,#F0C8D2,1948
516,24347129,spiky,#FF603C,#623C28,#DC1E5A,#101014,#F3F5F8,1950
517,24355048,classic,#E8D2A8,#F2C79B,#FF78C8,#781E22,#FAD0B0,1948
518,24362967,classic,#C83C28,#A8704A,#FAC828,#6E1E5A,#E8DAC4,1948
519,24370886,side_part,#C49252,#E8B082,#3CFFBE,#2C4664,#FABEC8,1956
520,24378805,buzz,#E8D2A8,#F2C79B,#00DCDC,#6E1E5A,#CEEAD6,1924
521,24386724,classic,#7A281E,#FCDCBA,#00DCDC,#145448,#AAC4E2,1948
522,24394643,classic,#C49252,#CE9264,#1D9BF0,#F3F5F8,#FAD0B0,1948
523,24402562,long,#5AC8FF,#E8B082,#3CDC78,#243028,#FFF6E8,1948
524,24410481,classic,#28B4AA,#FCDCBA,#DC1E5A,#482E1A,#FFF6E8,1948
525,24418400,buzz,#FF603C,#E8B082,#78FFF0,#781E22,#FFF6E8,1924
526,24426319,long,#8250DC,#623C28,#FAC828,#C8AA3C,#BCC8BE,1948
527,24434238,fringe,#C83C28,#E8B082,#FAC828,#2E2820,#E2E8F0,1948
528,24442157,fringe,#6EC850,#E8B082,#AA50F0,#2E2820,#C6D6E8,1948
529,24450076,side_part,#783CA0,#845438,#3CDC78,#145448,#F3F5F8,1956
530,24457995,classic,#E650BE,#E8B082,#C8FF5A,#6E1E5A,#EEE6AA,1948
531,24465914,classic,#783CA0,#FCDCBA,#C8FF5A,#1A3C6E,#E8DAC4,1948
532,24473833,classic,#A88C60,#E8B082,#AA50F0,#101014,#AAC4E2,1948
533,24481752,buzz,#8C5A2C,#F2C79B,#78FFF0,#1E5C2E,#FAD0B0,1924
534,24489671,classic,#E650BE,#FCDCBA,#FFB45A,#145448,#EEE6AA,1948
535,24497590,fringe,#C49252,#FCDCBA,#8C64FF,#482E1A,#AAC4E2,1948
536,24505509,classic,#7A281E,#FCDCBA,#AA50F0,#101014,#EEE6AA,1948
537,24513428,buzz,#F06028,#BA845A,#DC1E5A,#5A6270,#FFF6E8,1924
538,24521347,spiky,#FAC828,#A8704A,#FF78C8,#6E1E5A,#FAE2C8,1950
539,24529266,classic,#1E5A3C,#BA845A,#C8FF5A,#8C929E,#EEE6AA,1948
540,24537185,side_part,#5AC8FF,#BA845A,#0C0F14,#2E2820,#EEE6AA,1956
541,24545104,side_part,#FF82AA,#CE9264,#FFFFFF,#1E5C2E,#C6D6E8,1956
542,24553023,classic,#F06028,#623C28,#78FFF0,#C8AA3C,#FAD0B0,1948
543,24560942,side_part,#5C3A1E,#E8B082,#1D9BF0,#482E1A,#E8DAC4,1956
544,24568861,long,#7A281E,#A8704A,#FAC828,#101014,#C6D6E8,1948
545,24576780,long,#E8D2A8,#623C28,#FF3C3C,#181E2C,#BCC8BE,1948
546,24584699,long,#8250DC,#A8704A,#FAC828,#3C424E,#E8DAC4,1948
547,24592618,side_part,#241A12,#A8704A,#1E5ADC,#1A3C6E,#FFF6E8,1956
548,24600537,side_part,#F3F5F8,#F2C79B,#8C64FF,#5C3E22,#E2E8F0,1956
549,24608456,long,#C49252,#F2C79B,#DC1E5A,#A06E28,#EEE6AA,1948
550,24616375,side_part,#A88C60,#BA845A,#5AC8FF,#3C2254,#BCC8BE,1956
551,24624294,buzz,#6EC850,#845438,#1E5ADC,#8C929E,#BCC8BE,1924
552,24632213,buzz,#A88C60,#CE9264,#0C0F14,#145448,#FAE2C8,1924
553,24640132,fringe,#E8D2A8,#F2C79B,#AA50F0,#181E2C,#AAC4E2,1948
554,24648051,side_part,#7A281E,#BA845A,#78FFF0,#2E2820,#FAD0B0,1956
555,24655970,buzz,#3C424E,#CE9264,#AA50F0,#2E2820,#FABEC8,1924
556,24663889,fringe,#28B4AA,#BA845A,#3CFFBE,#181E2C,#FFF6E8,1948
557,24671808,side_part,#121014,#F2C79B,#78FFF0,#243028,#FABEC8,1956
558,24679727,buzz,#28B4AA,#BA845A,#AA50F0,#5A6270,#F3F5F8,1924
559,24687646,classic,#F06028,#CE9264,#FAC828,#482E1A,#F0C8D2,1948
560,24695565,fringe,#3C82F0,#E8B082,#AA50F0,#6E1E5A,#FFF6E8,1948
561,24703484,fringe,#28B4AA,#FCDCBA,#C8FF5A,#A06E28,#BCC8BE,1948
562,24711403,classic,#6EC850,#623C28,#3CFFBE,#243028,#EEE6AA,1948
563,24719322,spiky,#5C3A1E,#A8704A,#8C64FF,#482E1A,#CEEAD6,1950
564,24727241,side_part,#121014,#A8704A,#3CDC78,#2C4664,#F3F5F8,1956
565,24735160,side_part,#8C5A2C,#F2C79B,#0C0F14,#A06E28,#AAC4E2,1956
566,24743079,side_part,#3C82F0,#CE9264,#FF3C3C,#181E2C,#DED6F6,1956
567,24750998,buzz,#8C5A2C,#BA845A,#8C64FF,#2C4664,#C8E2F0,1924
568,24758917,fringe,#E650BE,#845438,#FFFFFF,#1E5C2E,#E8DAC4,1948
569,24766836,side_part,#6EC850,#CE9264,#DC1E5A,#5A6270,#FFF6E8,1956
570,24774755,long,#C83C28,#623C28,#78FFF0,#5A6270,#BCC8BE,1948
571,24782674,long,#7A281E,#E8B082,#FF508C,#482E1A,#FAE2C8,1948
572,24790593,fringe,#28B4AA,#CE9264,#C8FF5A,#243028,#BCC8BE,1948
573,24798512,side_part,#6EC850,#845438,#5AC8FF,#A06E28,#BCC8BE,1956
574,24806431,buzz,#E650BE,#F2C79B,#3CDC78,#3C424E,#F3F5F8,1924
575,24814350,long,#F06028,#E8B082,#5AC8FF,#5C3E22,#AAC4E2,1948
576,24822269,long,#FAC828,#E8B082,#78FFF0,#3C2254,#FAE2C8,1948
577,24830188,side_part,#6EC850,#623C28,#1E5ADC,#6E1E5A,#C6D6E8,1956
578,24838107,buzz,#241A12,#845438,#DC1E5A,#F3F5F8,#BCC8BE,1924
579,24846026,long,#96969C,#BA845A,#3CFFBE,#A06E28,#CEEAD6,1948
580,24853945,spiky,#3C424E,#BA845A,#DC1E5A,#1A3C6E,#FFF6E8,1950
581,24861864,side_part,#7A281E,#845438,#FF821E,#8C929E,#FABEC8,1956
582,24869783,spiky,#FF603C,#E8B082,#1D9BF0,#482E1A,#EEE6AA,1950
583,24877702,side_part,#C49252,#E8B082,#78FFF0,#2C4664,#E8DAC4,1956
584,24885621,spiky,#241A12,#A8704A,#78FFF0,#101014,#F3F5F8,1950
585,24893540,long,#8250DC,#F2C79B,#0C0F14,#A06E28,#FABEC8,1948
586,24901459,long,#F06028,#845438,#FF508C,#2E2820,#FFF6E8,1948
587,24909378,long,#A88C60,#FCDCBA,#8C64FF,#5A6270,#E8DAC4,1948
588,24917297,classic,#783CA0,#FCDCBA,#8C64FF,#181E2C,#EEE6AA,1948
589,24925216,buzz,#5C3A1E,#CE9264,#78FFF0,#781E22,#FAD0B0,1924
590,24933135,classic,#A88C60,#E8B082,#00DCDC,#C8AA3C,#F0C8D2,1948
591,24941054,fringe,#E650BE,#A8704A,#0C0F14,#6E1E5A,#FFF6E8,1948
592,24948973,spiky,#E650BE,#E8B082,#3CFFBE,#5C3E22,#E2E8F0,1950
593,24956892,classic,#FF603C,#FCDCBA,#FFB45A,#101014,#FABEC8,1948
594,24964811,spiky,#A88C60,#623C28,#0C0F14,#5A6270,#C8E2F0,1950
595,24972730,spiky,#8C5A2C,#FCDCBA,#FFB45A,#1A3C6E,#FABEC8,1950
596,24980649,side_part,#8250DC,#FCDCBA,#5AC8FF,#2C4664,#AAC4E2,1956
597,24988568,buzz,#96969C,#BA845A,#FAC828,#1E5C2E,#AAC4E2,1924
598,24996487,fringe,#E8D2A8,#845438,#FFB45A,#1E5C2E,#FAE2C8,1948
599,25004406,side_part,#3C82F0,#A8704A,#FF508C,#A06E28,#FAE2C8,1956
600,25012325,classic,#FAC828,#E8B082,#FF508C,#6E1E5A,#C8E2F0,1948
601,25020244,fringe,#3C82F0,#845438,#3CDC78,#2E2820,#DED6F6,1948
602,25028163,long,#121014,#CE9264,#1E5ADC,#3C2254,#F0C8D2,1948
603,25036082,long,#28B4AA,#A8704A,#3CFFBE,#5C3E22,#F3F5F8,1948
604,25044001,spiky,#F3F5F8,#845438,#FF821E,#6E1E5A,#F3F5F8,1950
